target;fixation;entropy
aaaaaah;2.0;2.3924
aaaargh;2.0;0.6549
aaliyah;2.0;0.41830000000000006
abaddon;2.0;0.24890000000000004
abalone;2.0;0.21630000000000002
abandon;2.0;0.3372
abdomen;2.0;0.46319999999999995
abetted;2.0;0.9782
abiding;2.0;0.4715
abigail;2.0;0.5904999999999999
abilene;2.0;1.0803999999999998
ability;2.0;1.0924
abolish;2.0;0.4894
aborted;2.0;0.0988
abraham;2.0;0.5882
abreast;2.0;1.077
abruzzi;2.0;0.48039999999999994
abscess;2.0;1.2334999999999998
absence;2.0;1.3049
absolve;2.0;1.0408
absorbs;2.0;1.5048
abstain;2.0;1.456
abusers;2.0;1.0284999999999997
abusing;2.0;1.5779
abusive;2.0;1.2433999999999998
abysmal;2.0;0.0
academy;2.0;0.3018
accents;2.0;1.3605
accepts;2.0;1.1188999999999998
acclaim;2.0;0.9354000000000001
accords;2.0;0.5258
account;2.0;1.1592
accused;2.0;1.0202
accuser;2.0;0.8181999999999998
accuses;2.0;0.7040999999999998
acetate;2.0;1.5768
acetone;2.0;1.7367000000000001
aceveda;2.0;1.2134999999999998
acharya;2.0;2.0044999999999997
achieve;2.0;0.22759999999999997
achille;2.0;0.6425000000000001
achtung;2.0;1.0627
acidity;2.0;0.3018
ackroyd;2.0;1.1743000000000001
acquire;2.0;0.6044
acreage;2.0;1.1821
acrobat;2.0;1.2842
acronym;2.0;1.4868000000000001
acrylic;2.0;1.1385
actions;2.0;0.8468
actress;2.0;0.9633
acutely;2.0;1.7540000000000002
adalind;2.0;1.4311
adamant;2.0;0.7125
adamson;2.0;1.0497
adapted;2.0;0.7459
addicts;2.0;1.0132
addison;2.0;0.7897999999999998
address;2.0;0.7228
adebisi;2.0;0.632
adelina;2.0;1.4744
adeline;2.0;1.4744000000000002
adhered;2.0;0.6773
adjourn;2.0;1.0906999999999998
adjusts;2.0;0.6029
admiral;2.0;1.8067
admired;2.0;1.6234000000000002
admirer;2.0;1.8176999999999999
admires;2.0;1.9597000000000002
adolphe;2.0;0.9917999999999999
adopted;2.0;0.4753
adoring;2.0;0.5206000000000001
adorned;2.0;0.4981
adrenal;2.0;0.2634
adriana;2.0;1.2256000000000002
adriano;2.0;1.0630000000000002
advance;2.0;0.9385000000000001
adverse;2.0;1.5863
adverts;2.0;1.5176
advices;2.0;1.1349
advised;2.0;1.8449000000000002
adviser;2.0;2.3182
advises;2.0;2.1084000000000005
advisor;2.0;1.8984999999999999
aerobic;2.0;1.5777
aerosol;2.0;1.1286
affable;2.0;0.8119999999999999
affairs;2.0;0.5739
affects;2.0;1.0171
affleck;2.0;0.5785
affords;2.0;0.2808
affraid;2.0;1.1239
affront;2.0;0.7462
afghani;2.0;1.0540999999999996
afghans;2.0;1.1521999999999997
african;2.0;0.0
against;2.0;0.0095
agarwal;2.0;0.0654
ageless;2.0;0.6388
agendas;2.0;0.18519999999999998
agility;2.0;0.27080000000000004
agitate;2.0;0.3752
agonies;2.0;0.2811
agrippa;2.0;0.1365
aground;2.0;0.5603
aguilar;2.0;0.6469999999999999
aguirre;2.0;1.0562999999999998
agustin;2.0;0.5574
ahhhhhh;2.0;0.6581
ahjumma;2.0;1.1581
ahjussi;2.0;1.1358
aicohoi;2.0;0.323
ailment;2.0;0.4907
aimless;2.0;0.8640000000000001
ainsley;2.0;1.0285
airbags;2.0;1.8234000000000001
airbase;2.0;1.5913
airfare;2.0;0.9702
airhead;2.0;0.9894999999999999
airlift;2.0;1.8052
airline;2.0;1.5558999999999998
airlock;2.0;1.4770999999999999
airport;2.0;0.2956
airship;2.0;1.8938
airtime;2.0;0.5364
airways;2.0;1.8236
akiyama;2.0;0.2883
alabama;2.0;1.5879999999999999
aladdin;2.0;1.7492
alaikum;2.0;1.6415000000000002
alameda;2.0;1.4977
alamein;2.0;1.8664999999999998
alarcon;2.0;2.3411999999999997
alarmed;2.0;1.7652999999999999
alaskan;2.0;1.3776
alaykum;2.0;0.6677000000000001
albania;2.0;1.1682000000000001
alberta;2.0;1.5324
alberti;2.0;1.65
alberto;2.0;0.9264999999999999
alcazar;2.0;1.2993999999999999
alchemy;2.0;0.6322000000000001
alcmene;2.0;1.1167000000000002
alcohol;2.0;0.7070000000000001
aldrich;2.0;0.6219
aleikum;2.0;1.8503999999999998
aleksei;2.0;0.33730000000000004
alerted;2.0;1.7291
aleykum;2.0;1.5524
alfalfa;2.0;1.0995
alfonse;2.0;1.2937999999999996
alfonso;2.0;1.2399
alfredo;2.0;0.8212999999999999
algebra;2.0;1.0642
algeria;2.0;1.0556999999999999
algiers;2.0;0.41509999999999997
aliases;2.0;1.1674000000000002
aligned;2.0;1.7456
alimony;2.0;1.7463000000000002
alittle;2.0;1.0248000000000002
alleged;2.0;1.4511999999999996
alleges;2.0;1.3724
allegra;2.0;1.2299000000000002
allegro;2.0;1.5066000000000002
allenby;2.0;1.3698
allende;2.0;1.4221
allergy;2.0;1.3030000000000002
allison;2.0;0.6879
allowed;2.0;0.7155
allyson;2.0;0.6028999999999999
almanac;2.0;1.1312000000000002
almeida;2.0;0.44309999999999994
almonds;2.0;1.3803
already;2.0;0.3505
alright;2.0;0.5136000000000001
altered;2.0;0.6934000000000001
altmann;2.0;0.2617
alucard;2.0;1.0561000000000003
alumnus;2.0;1.3500999999999999
alvarez;2.0;0.21880000000000002
alyosha;2.0;1.0288
amadeus;2.0;0.7029
amalgam;2.0;0.5819000000000001
amamiya;2.0;0.2333
amantha;2.0;0.788
amassed;2.0;0.2571
amateur;2.0;0.6368
amazing;2.0;0.3156
amazons;2.0;0.7630999999999999
ambient;2.0;0.5643
ambrose;2.0;0.5398
amended;2.0;0.1301
america;2.0;0.5071000000000001
amherst;2.0;0.1515
amiable;2.0;0.30239999999999995
amidala;2.0;0.7855999999999999
amitabh;2.0;1.2235999999999998
ammonia;2.0;0.2591
amnesia;2.0;1.1656
amnesty;2.0;1.2684000000000002
amongst;2.0;0.5770000000000001
amorous;2.0;1.5455999999999999
amounts;2.0;1.0306
amphora;2.0;0.7973
amplify;2.0;1.0681
amputee;2.0;0.4867
amulets;2.0;1.04
amusing;2.0;0.032299999999999995
anagram;2.0;1.6092
anaheim;2.0;1.6108
analogy;2.0;1.7565000000000002
analyse;2.0;2.2216
analyst;2.0;2.1958
analyze;2.0;2.8962000000000003
anamika;2.0;1.7121
anarchy;2.0;0.7622
anasazi;2.0;0.9745000000000001
anatole;2.0;2.0568999999999997
anatoli;2.0;1.9706
anatoly;2.0;1.5635
anatomy;2.0;1.9020999999999997
anchors;2.0;0.6552999999999998
anchovy;2.0;1.3661
ancient;2.0;0.8253999999999999
andiamo;2.0;1.1639000000000002
andover;2.0;1.2082000000000002
andrade;2.0;2.2390000000000003
andreas;2.0;1.8717
andrews;2.0;1.6778000000000002
android;2.0;2.0683
andrzej;2.0;2.0381
anemone;2.0;0.1877
angeles;2.0;1.6889000000000003
angelic;2.0;1.3203
angelus;2.0;1.4116
angered;2.0;2.3856999999999995
anglais;2.0;2.1088999999999998
angling;2.0;1.684
angrier;2.0;1.8926000000000003
angrily;2.0;1.795
anguish;2.0;1.0592000000000001
angular;2.0;1.2236999999999998
animals;2.0;0.7227
animate;2.0;0.9418000000000003
aniston;2.0;0.261
anklets;2.0;0.6696
annabel;2.0;1.4610999999999998
annette;2.0;1.4334999999999998
annexed;2.0;0.7055
annoyed;2.0;1.4683
annuity;2.0;1.2381
anomaly;2.0;1.1926999999999999
another;2.0;0.14500000000000002
anselmo;2.0;1.4791999999999998
answers;2.0;0.728
antacid;2.0;1.9041000000000001
antares;2.0;1.7706
antenna;2.0;1.8113
anthill;2.0;2.1255
anthony;2.0;1.8081
anthrax;2.0;1.2535
antigua;2.0;1.9309999999999998
antioch;2.0;1.4401
antipas;2.0;1.576
antique;2.0;0.8219000000000001
antlers;2.0;2.4539
antoine;2.0;1.9684000000000004
antonia;2.0;1.7195999999999998
antonin;2.0;2.3112
antonio;2.0;1.86
antwerp;2.0;1.1480000000000001
anushka;2.0;0.1082
anxiety;2.0;1.0213
anxious;2.0;0.9648000000000001
anybody;2.0;1.1934
anymore;2.0;1.3360000000000003
anythin;2.0;1.0073
anytime;2.0;0.7550000000000001
anyways;2.0;0.9776
aoshima;2.0;0.30269999999999997
apaches;2.0;0.9291
aphasia;2.0;0.6507
aplenty;2.0;1.2597
apology;2.0;0.8996000000000001
apophis;2.0;1.6952000000000003
apostle;2.0;1.3189000000000002
apparel;2.0;0.5327999999999999
appeals;2.0;1.2021000000000002
appears;2.0;1.5123000000000002
appease;2.0;1.7619999999999998
appetit;2.0;0.7604
applaud;2.0;1.9101
appleby;2.0;1.2942999999999998
applied;2.0;1.8965999999999998
applies;2.0;1.5669
appoint;2.0;1.6644
approve;2.0;1.3831
apricot;2.0;0.5955
apropos;2.0;0.6348
aqualad;2.0;1.6381000000000001
aquaman;2.0;1.5426
aquatic;2.0;1.8314
aquinas;2.0;1.1822
arabian;2.0;2.8047999999999997
aragorn;2.0;0.8253999999999999
aramaic;2.0;2.8576
arastoo;2.0;1.2530000000000001
aravind;2.0;1.1543999999999999
arbiter;2.0;0.9584999999999999
arcades;2.0;2.451
arcadia;2.0;1.3114000000000001
archaic;2.0;1.8813000000000002
archana;2.0;2.0859
archers;2.0;2.6523000000000003
archery;2.0;2.089
archive;2.0;2.3956000000000004
archway;2.0;1.5302
arduous;2.0;0.4295
arguing;2.0;0.31209999999999993
argyris;2.0;0.6613000000000001
ariadne;2.0;0.8719999999999999
arianna;2.0;1.0204
arigato;2.0;0.6094999999999999
arirang;2.0;1.4043999999999999
arising;2.0;1.03
arizona;2.0;1.7806000000000004
arlette;2.0;0.8256
armando;2.0;1.4849
armband;2.0;0.5729
armenia;2.0;0.9187
armoire;2.0;1.3175000000000001
armored;2.0;1.4548
armoury;2.0;1.6303999999999998
armpits;2.0;1.7616
arousal;2.0;2.2868
aroused;2.0;2.1155
arouses;2.0;1.5596000000000003
arrakis;2.0;2.1443000000000003
arrange;2.0;1.5405000000000002
arrears;2.0;1.4301000000000001
arrests;2.0;1.8929000000000002
arrival;2.0;1.6716000000000002
arrived;2.0;1.293
arrives;2.0;1.5565000000000002
arsenal;2.0;1.7258
arsenic;2.0;1.97
arsenio;2.0;2.3558
artemis;2.0;1.2901
article;2.0;1.2962
artisan;2.0;1.2981000000000003
artiste;2.0;1.5645000000000002
artists;2.0;1.9537000000000002
artwork;2.0;1.1497000000000004
arugula;2.0;0.11579999999999999
asahina;2.0;1.1239000000000001
asakura;2.0;1.3679999999999999
asakusa;2.0;1.5107000000000004
ascetic;2.0;0.8417999999999999
asexual;2.0;0.8790000000000001
ashamed;2.0;1.4396
ashford;2.0;0.2415
ashland;2.0;0.7794000000000001
ashtray;2.0;0.8132999999999999
ashwini;2.0;0.7192
asinine;2.0;0.48719999999999997
aspects;2.0;1.279
asphalt;2.0;0.7426999999999999
aspired;2.0;1.6547
aspirin;2.0;1.0761
assange;2.0;0.6041
assault;2.0;1.0576
asshole;2.0;0.8849
assists;2.0;0.3062
assuage;2.0;1.4248
assumed;2.0;1.4400000000000002
assumes;2.0;1.7152
assunta;2.0;1.8790000000000002
assured;2.0;1.6422
assures;2.0;1.7472
asswipe;2.0;1.4066999999999998
astaire;2.0;1.2595
asterix;2.0;1.7003
astoria;2.0;1.7256999999999998
astound;2.0;0.9939
astride;2.0;1.1737
asunder;2.0;0.5931
asylums;2.0;0.2043
atacama;2.0;0.2954
atelier;2.0;0.4152
atheism;2.0;1.2163
atheist;2.0;1.2273
athlete;2.0;0.31829999999999997
atlanta;2.0;0.9414000000000001
atleast;2.0;1.9978000000000002
atrians;2.0;1.2973
atrophy;2.0;0.8769
atsushi;2.0;0.35059999999999997
attaboy;2.0;1.6681000000000001
attache;2.0;1.1439
attacks;2.0;1.4030999999999998
attempt;2.0;1.3797000000000001
attends;2.0;0.97
atticus;2.0;1.3333
attilio;2.0;1.6850999999999998
attract;2.0;1.0171999999999999
attuned;2.0;2.0923000000000003
atwater;2.0;0.8899999999999999
auction;2.0;0.8427
audible;2.0;1.1895000000000002
audited;2.0;1.8486
auditor;2.0;1.3161000000000003
augello;2.0;1.5058
augment;2.0;0.2976
augusta;2.0;1.7972000000000001
auguste;2.0;1.6924
augusto;2.0;2.0622
aunties;2.0;0.6277000000000001
aurelia;2.0;2.6902000000000004
aurelie;2.0;1.5051999999999999
aurelio;2.0;1.3649999999999998
aussies;2.0;0.7529
austere;2.0;0.8446
austria;2.0;1.4022999999999999
authors;2.0;0.46559999999999996
autobot;2.0;1.0911
autopsy;2.0;1.9226000000000003
avarice;2.0;1.4418
avatars;2.0;0.8564
avenged;2.0;1.4349000000000003
avenger;2.0;1.1888999999999998
avenues;2.0;1.2022
average;2.0;0.9852000000000001
averted;2.0;0.8623
aviator;2.0;0.9616999999999999
avignon;2.0;0.45780000000000004
avinash;2.0;1.2444
avocado;2.0;0.4532
avoided;2.0;0.3912
avraham;2.0;0.6122
awaited;2.0;0.26880000000000004
awakens;2.0;0.26880000000000004
awarded;2.0;0.7478
awesome;2.0;0.4547
awfully;2.0;0.1548
awkward;2.0;0.1548
ayanami;2.0;0.6878
ayodhya;2.0;0.3131
ayukawa;2.0;0.3494
azaleas;2.0;0.0
babbitt;2.0;2.2408
babbles;2.0;1.7184000000000001
babcock;2.0;1.1016
babette;2.0;0.6184999999999999
baboons;2.0;3.211
babylon;2.0;2.6836000000000007
babysat;2.0;1.3294
babysit;2.0;1.3494
bacardi;2.0;1.2201
bacchus;2.0;1.3119
bachman;2.0;1.4651999999999998
backers;2.0;2.6773000000000002
backhoe;2.0;1.5651000000000002
backing;2.0;2.1085000000000003
backlog;2.0;1.7349
backups;2.0;1.6651
baddest;2.0;3.1713999999999998
baddies;2.0;2.7564
badgers;2.0;1.5378
badness;2.0;2.8593
badshah;2.0;1.5539
baffled;2.0;3.3171999999999997
baffles;2.0;1.6177
baggage;2.0;2.1203
baggies;2.0;2.4653
bagging;2.0;2.6822000000000004
baggins;2.0;2.3834999999999993
baghdad;2.0;1.1994
bagpipe;2.0;0.38180000000000003
bagwell;2.0;1.0845
bahadur;2.0;1.8862999999999999
bahamas;2.0;0.9075999999999999
bahrain;2.0;2.7583999999999995
bailiff;2.0;2.7573999999999996
bailing;2.0;2.8327999999999998
bailout;2.0;2.0228
baiting;2.0;1.0352000000000001
bajoran;2.0;0.8432000000000001
baklava;2.0;1.5910999999999997
balagan;2.0;1.9089000000000003
balance;2.0;1.8645
balcony;2.0;2.362
balding;2.0;2.3126
baldwin;2.0;2.3145
balfour;2.0;2.1195
balkans;2.0;3.2194000000000003
ballads;2.0;2.6292999999999997
ballard;2.0;3.0236
ballast;2.0;3.1647
balling;2.0;2.4495
balloon;2.0;1.8731000000000002
ballots;2.0;2.6913
baloney;2.0;1.5764
balwant;2.0;2.2776000000000005
bambino;2.0;2.2657999999999996
bamboos;2.0;2.0818000000000003
bananas;2.0;0.9586
bandage;2.0;2.9998
bandana;2.0;2.0936999999999992
bandits;2.0;2.793
bangers;2.0;3.097
banging;2.0;2.4589000000000003
bangkok;2.0;2.9402000000000004
bangles;2.0;3.2807000000000004
bankers;2.0;2.6559
banking;2.0;2.9328
banners;2.0;2.5122
banning;2.0;1.9263
banquet;2.0;1.5012
banshee;2.0;1.3503
baptise;2.0;1.5112999999999996
baptism;2.0;2.1954
baptist;2.0;2.6692000000000005
baptize;2.0;1.7662
barbara;2.0;2.5181999999999998
barbary;2.0;3.04
barbers;2.0;3.0366999999999997
barbies;2.0;3.3345000000000007
barbosa;2.0;2.0833999999999997
barclay;2.0;1.7308999999999997
barcode;2.0;2.9059
barfing;2.0;2.3364000000000003
bargain;2.0;1.0689999999999997
barging;2.0;2.1906999999999996
barista;2.0;2.1116
barkeep;2.0;3.4293
barking;2.0;2.6517
barkley;2.0;2.4736
barmaid;2.0;1.6588
barnaby;2.0;2.1057
barnard;2.0;3.6150999999999995
barnett;2.0;3.1740999999999997
barneys;2.0;2.9683
baronet;2.0;2.6891
baroque;2.0;3.1515
barosky;2.0;2.4774
barrack;2.0;3.4130000000000003
barrage;2.0;3.8314
barratt;2.0;2.9949
barrels;2.0;3.9501000000000004
barrett;2.0;3.6417
barrier;2.0;3.097
barring;2.0;3.1329000000000002
barroom;2.0;3.6863
barrows;2.0;3.8289999999999997
barstow;2.0;2.8525
bartlet;2.0;2.3227
basanti;2.0;2.4304
baseman;2.0;0.4398000000000001
bashful;2.0;2.3753
bashing;2.0;2.0982
basilio;2.0;2.1524
baskets;2.0;1.9102000000000001
basking;2.0;2.1451000000000002
basques;2.0;1.3082
bassett;2.0;1.8230999999999997
bassist;2.0;2.349300000000001
bassoon;2.0;0.6751
bastard;2.0;2.3736000000000006
bastian;2.0;3.2817000000000007
bastien;2.0;2.732
bastion;2.0;2.3975
batcave;2.0;2.5225
batches;2.0;1.8443999999999998
bateman;2.0;1.6401000000000003
batgirl;2.0;2.7337999999999996
bathing;2.0;1.9138000000000002
bathtub;2.0;3.0139000000000005
batista;2.0;1.5957
batiste;2.0;2.8854
batshit;2.0;2.4539
batsman;2.0;2.3682
battery;2.0;2.4497
batting;2.0;2.3561
battled;2.0;2.8556
battles;2.0;3.2261
baubles;2.0;3.2714000000000008
baumann;2.0;1.2211999999999998
bavaria;2.0;0.49540000000000006
bawling;2.0;1.6608999999999998
bayliss;2.0;1.7134
bayonet;2.0;2.3095000000000003
bayonne;2.0;1.3776
bayside;2.0;3.4396999999999998
bazooka;2.0;1.1036
beached;2.0;2.1786
beaches;2.0;1.6215999999999997
beacons;2.0;1.5985
beakers;2.0;1.7818
beaming;2.0;1.1554
beanbag;2.0;2.4945
bearded;2.0;2.9972999999999996
bearers;2.0;3.0494
bearing;2.0;1.8820999999999999
beasley;2.0;2.2655000000000003
beastie;2.0;2.8983
beastly;2.0;2.6092999999999997
beating;2.0;1.5599
beatles;2.0;1.5124
beatnik;2.0;2.3078999999999996
beatrix;2.0;2.022
beatriz;2.0;2.6081999999999996
beavers;2.0;2.8728
because;2.0;0.1612
beckett;2.0;0.8562000000000001
beckham;2.0;1.5129
beckman;2.0;1.2998
beckons;2.0;1.4361000000000002
becomes;2.0;0.8624
becuase;2.0;0.8941000000000001
bedbugs;2.0;1.0091999999999999
bedding;2.0;1.5194
bedford;2.0;1.322
bedouin;2.0;1.2306000000000001
bedpans;2.0;1.7578
bedpost;2.0;0.8329000000000001
bedrock;2.0;1.6875
bedroom;2.0;1.8559
bedside;2.0;2.0922
bedtime;2.0;1.8227
beecham;2.0;1.3204999999999998
beecher;2.0;1.9687000000000001
beefing;2.0;1.1829
beehive;2.0;1.367
beekman;2.0;1.8078000000000003
beeline;2.0;0.7639999999999999
beeping;2.0;0.8752000000000001
beeplng;2.0;0.7672
beeswax;2.0;1.3117999999999999
beetles;2.0;1.198
befalls;2.0;0.0
beggars;2.0;1.6384999999999998
begging;2.0;1.4799
beguile;2.0;1.1096
behaved;2.0;1.4935
behaves;2.0;0.8447999999999999
behinds;2.0;0.8999999999999998
behrooz;2.0;0.49479999999999996
beijing;2.0;0.0
bejesus;2.0;0.6597
belarus;2.0;1.825
belated;2.0;1.8235
belcher;2.0;2.4753999999999996
belches;2.0;1.8364
beleive;2.0;1.5671000000000002
belenko;2.0;1.1756
belfast;2.0;1.0241
belgian;2.0;1.6814
belgium;2.0;1.3456
beliefs;2.0;1.5994
believe;2.0;0.7433000000000001
belinda;2.0;0.8792
bellamy;2.0;1.3330000000000002
bellboy;2.0;2.1698
bellhop;2.0;2.3249
bellick;2.0;1.8135999999999999
bellies;2.0;2.4402
bellini;2.0;1.8143
bellman;2.0;1.7958000000000003
bellows;2.0;1.8613
belmont;2.0;1.0101
belongs;2.0;1.0730999999999997
beloved;2.0;1.4687999999999999
beltham;2.0;1.4399000000000002
belting;2.0;1.6161
beltran;2.0;2.1677
beltway;2.0;2.986
benched;2.0;1.7154999999999998
benches;2.0;2.0353999999999997
benders;2.0;2.1278999999999995
bending;2.0;1.9985
beneath;2.0;1.377
benefit;2.0;1.7815999999999999
benford;2.0;2.4213999999999998
bengali;2.0;0.8258999999999999
benitez;2.0;1.4883
bennett;2.0;1.8538999999999999
benning;2.0;1.6514
