;target;fixation_x;entropy_x;fixation_y;entropy_y;difference_entropy
4502;מתקשרים;2.0;2.5078;6.0;7.572100000000002;-5.064300000000001
1443;המבחנים;2.0;0.8321999999999999;6.0;5.8932;-5.061
3235;לווינים;2.0;2.0579;6.0;7.117000000000001;-5.059100000000001
4047;מלשינים;2.0;0.8814;6.0;5.939100000000002;-5.057700000000001
2175;הרסניות;2.0;0.8832999999999999;6.0;5.9377;-5.0544
5272;שלשלאות;2.0;0.787;6.0;5.8388;-5.0518
3389;לנאמנות;2.0;1.4845;6.0;6.5356000000000005;-5.051100000000001
4864;קטלניים;2.0;1.6421;6.0;6.6922;-5.0501
4622;סיפורים;2.0;1.5028;6.0;6.551599999999999;-5.048799999999999
4728;פטפטנית;2.0;0.7492;6.0;5.7959000000000005;-5.0467
313;בהיריון;2.0;0.7585;6.0;5.7975;-5.039000000000001
2597;וחוזרים;2.0;1.4476999999999998;6.0;6.480499999999998;-5.032799999999998
1396;הכנפיים;2.0;2.0343;6.0;7.0646;-5.0303
1218;החזירים;2.0;1.6136;6.0;6.642999999999999;-5.029399999999999
4715;פומביות;2.0;0.6;6.0;5.619200000000001;-5.019200000000001
741;בתרופות;2.0;1.2322;6.0;6.2494999999999985;-5.017299999999999
984;הביניים;2.0;2.2614;6.0;7.2777;-5.0163
3343;למטוסים;2.0;1.0585;6.0;6.0742;-5.015700000000001
3528;לתוכנית;2.0;0.6392;6.0;5.646700000000001;-5.007500000000001
1164;הותיקים;2.0;0.9918;6.0;5.9981;-5.0062999999999995
618;בצפיפות;2.0;0.2;6.0;5.2057;-5.0057
5532;תקליטים;2.0;0.5392;6.0;5.541100000000003;-5.001900000000003
3637;מגעילים;2.0;1.2;6.0;6.201300000000002;-5.001300000000001
5295;שמטפלים;2.0;1.4614;6.0;6.461899999999997;-5.000499999999997
2810;חיקויים;2.0;1.1781;6.0;6.1785;-5.0004
568;בעורקים;2.0;0.6755;6.0;5.6747;-4.9992
1167;הזבובים;2.0;0.7585;6.0;5.749300000000002;-4.990800000000002
3495;לרסיסים;2.0;0.6585;6.0;5.6483;-4.9898
719;בתדירות;2.0;0.1585;6.0;5.146700000000001;-4.988200000000001
1866;הסרטנים;2.0;0.8459;6.0;5.832999999999999;-4.987099999999999
928;האפורים;2.0;2.5484;6.0;7.5274;-4.979
962;הבהונות;2.0;0.1;6.0;5.0789;-4.9789
176;אסיאתית;2.0;0.7807000000000001;6.0;5.7582;-4.9775
2917;יתרונות;2.0;0.317;6.0;5.291499999999998;-4.974499999999998
538;בנקודות;2.0;0.8155000000000001;6.0;5.7882;-4.9727
274;בבחינות;2.0;2.1302;6.0;7.1011000000000015;-4.970900000000002
704;בשכונות;2.0;0.8468;6.0;5.8147;-4.9679
4391;מתאהבים;2.0;1.517;6.0;6.4784000000000015;-4.961400000000001
1775;הנזירות;2.0;1.3321999999999998;6.0;6.2877;-4.955500000000001
5188;שחוזרים;2.0;1.7247999999999997;6.0;6.6788;-4.954000000000001
1821;הסדינים;2.0;0.6644;6.0;5.608900000000001;-4.9445000000000014
4148;מעבירים;2.0;2.8918;6.0;7.8336;-4.9418
194;אקסטרים;2.0;1.3105999999999998;6.0;6.248800000000001;-4.938200000000001
2812;חישוקים;2.0;1.5955;6.0;6.532700000000001;-4.937200000000001
1032;הגלויות;2.0;1.9401;6.0;6.8649;-4.924799999999999
2171;הרכיבים;2.0;1.5665999999999998;6.0;6.4903;-4.9237
2779;חברתיים;2.0;2.422400000000001;6.0;7.341900000000001;-4.919499999999999
1267;החתונות;2.0;1.7605999999999995;6.0;6.6775;-4.916900000000001
3930;מחזורים;2.0;1.2907;6.0;6.2071999999999985;-4.916499999999998
4796;פשטידות;2.0;0.9326;6.0;5.847999999999999;-4.915399999999999
2126;הקרניים;2.0;2.1408;6.0;7.0546000000000015;-4.913800000000002
2617;וילונות;2.0;1.3550999999999995;6.0;6.264099999999999;-4.909
1174;הזהויות;2.0;0.7043999999999999;6.0;5.607000000000001;-4.902600000000001
2860;טמפונים;2.0;1.6283;6.0;6.530500000000001;-4.902200000000001
471;במיידית;2.0;1.6214000000000002;6.0;6.5192999999999985;-4.897899999999998
3074;לבחורים;2.0;1.817;6.0;6.7124;-4.8953999999999995
4037;מלומדים;2.0;0.7628999999999999;6.0;5.6553;-4.8924
4968;רשיונות;2.0;1.3233;6.0;6.215399999999999;-4.892099999999999
1106;ההמונים;2.0;2.6253999999999995;6.0;7.5134;-4.888
331;בונוסים;2.0;0.37;6.0;5.252199999999998;-4.882199999999998
128;אכפתיות;2.0;0.1;6.0;4.9816;-4.881600000000001
3264;לחתולים;2.0;1.9168;6.0;6.797999999999999;-4.881199999999999
5254;שלוקחים;2.0;1.3247;6.0;6.203100000000001;-4.878400000000001
138;אלמונית;2.0;1.3369;6.0;6.213500000000002;-4.876600000000002
3525;לשרותים;2.0;0.7936;6.0;5.6698;-4.876200000000001
4792;פרסומות;2.0;0.2322;6.0;5.1069;-4.874700000000001
4095;מסבירים;2.0;2.0340000000000003;6.0;6.904199999999999;-4.870199999999999
4032;מכשירים;2.0;1.6825;6.0;6.5520000000000005;-4.8695
5372;שעוברים;2.0;1.3662000000000003;6.0;6.2355;-4.8693
446;במגורים;2.0;1.7977;6.0;6.6654;-4.8677
2823;חסכונות;2.0;1.3323;6.0;6.195899999999999;-4.863599999999999
3326;למהירות;2.0;1.5106000000000002;6.0;6.373900000000001;-4.863300000000001
348;בחנויות;2.0;1.1477;6.0;6.010600000000001;-4.8629000000000016
3439;לעשירים;2.0;1.2035999999999998;6.0;6.0657000000000005;-4.862100000000001
3533;לתמונות;2.0;1.9134;6.0;6.7753999999999985;-4.861999999999998
2912;ישראלים;2.0;0.2;6.0;5.0554999999999986;-4.855499999999998
2771;זכוכיות;2.0;0.7781;6.0;5.6318;-4.8537
3345;למיליון;2.0;0.7229;6.0;5.571900000000001;-4.849000000000001
5184;שזורקים;2.0;1.2081;6.0;6.056100000000002;-4.848000000000002
2250;השפתיים;2.0;0.7170000000000001;6.0;5.5612;-4.844200000000001
3681;מהגברים;2.0;1.3725;6.0;6.207300000000001;-4.834800000000001
4126;מספריים;2.0;1.642;6.0;6.473400000000002;-4.831400000000002
2904;יפיפיות;2.0;2.2124;6.0;7.0421999999999985;-4.829799999999999
1599;הממתקים;2.0;2.858;6.0;7.6837;-4.825699999999999
768;געגועים;2.0;0.1;6.0;4.925;-4.825
1741;הנאמנים;2.0;1.7585000000000002;6.0;6.581999999999999;-4.823499999999999
4984;שאמורים;2.0;1.7822;6.0;6.6018;-4.819599999999999
2895;ילדותית;2.0;0.0;6.0;4.8164;-4.8164
2772;זכרונות;2.0;1.0781;6.0;5.8942999999999985;-4.8161999999999985
3026;לאומיים;2.0;1.7503;6.0;6.5646;-4.8143
2043;הציונים;2.0;2.4977;6.0;7.310899999999998;-4.813199999999998
4963;רצחניים;2.0;0.4322;6.0;5.2416;-4.8094
5507;תכנונים;2.0;0.1585;6.0;4.967899999999998;-4.809399999999998
2725;ונשיקות;2.0;1.3015;6.0;6.11;-4.8085
2853;טיפשיים;2.0;2.0149000000000004;6.0;6.8205;-4.8056
4060;ממכונית;2.0;0.8661999999999999;6.0;5.671100000000001;-4.804900000000001
5412;שרשראות;2.0;0.0;6.0;4.8034;-4.8034
1618;המסילות;2.0;2.6859;6.0;7.486500000000001;-4.800600000000001
2689;ומדברים;2.0;1.2607;6.0;6.059;-4.7983
3252;לחומרים;2.0;1.4788;6.0;6.2734;-4.7946
713;בשפתיים;2.0;0.6807;6.0;5.474000000000001;-4.793300000000001
2698;ומכונית;2.0;2.6249;6.0;7.416600000000002;-4.791700000000002
1799;הנסתרות;2.0;1.7221999999999995;6.0;6.5119;-4.7897
3262;לחסינות;2.0;2.1144;6.0;6.8954;-4.781000000000001
3910;מזומנים;2.0;1.8143;6.0;6.5920999999999985;-4.777799999999998
5533;תקציבים;2.0;0.5;6.0;5.277000000000001;-4.777000000000001
1282;הטיולים;2.0;2.2759;6.0;7.050200000000001;-4.774300000000001
5495;תחרותית;2.0;0.9977;6.0;5.7708;-4.7731
363;בטחונית;2.0;1.1585;6.0;5.9308000000000005;-4.7723
3302;לכדורים;2.0;1.4754999999999998;6.0;6.2447;-4.7692
2745;ושלושים;2.0;1.8445;6.0;6.6123;-4.7678
531;בניינים;2.0;1.2588;6.0;6.0189;-4.7601
339;בחגיגות;2.0;0.2;6.0;4.9557;-4.7557
4025;מכחישים;2.0;0.6043999999999999;6.0;5.3588000000000005;-4.7544
5535;תרבויות;2.0;1.8525;6.0;6.6049000000000015;-4.7524000000000015
1625;המספרים;2.0;2.2915;6.0;7.0425;-4.751
2809;חיצונית;2.0;0.7170000000000001;6.0;5.4611;-4.7440999999999995
2832;חשפניות;2.0;0.517;6.0;5.260700000000001;-4.7437000000000005
1633;המעגלים;2.0;2.1311;6.0;6.8744;-4.7433
564;בעדיפות;2.0;1.4936;6.0;6.2354;-4.7418000000000005
3044;לאישיות;2.0;2.2669;6.0;7.001100000000001;-4.734200000000001
3068;לבדיחות;2.0;0.7585;6.0;5.485900000000001;-4.727400000000001
3877;מוקדמות;2.0;2.1317;6.0;6.8535999999999975;-4.721899999999998
3820;מודאגים;2.0;1.2366;6.0;5.9566;-4.72
3788;מהשיחות;2.0;1.7492;6.0;6.4670999999999985;-4.717899999999998
2035;הצחוקים;2.0;0.917;6.0;5.6347000000000005;-4.717700000000001
5546;תשלומים;2.0;1.3497;6.0;6.066000000000002;-4.716300000000002
3708;מהילדים;2.0;1.4322;6.0;6.147800000000001;-4.715600000000001
5150;שהשירות;2.0;2.5657;6.0;7.278799999999999;-4.713099999999999
492;במעונות;2.0;1.6591;6.0;6.372000000000001;-4.712900000000001
223;באזיקים;2.0;1.9992;6.0;6.7097000000000016;-4.7105000000000015
2923;כידידים;2.0;0.8892;6.0;5.5981000000000005;-4.708900000000001
1404;הכרישים;2.0;1.2;6.0;5.9060000000000015;-4.706000000000001
1018;הגדולות;2.0;1.1585;6.0;5.8614000000000015;-4.702900000000001
2941;כפתורים;2.0;1.0192;6.0;5.7219;-4.7027
1185;הזכויות;2.0;1.5055;6.0;6.1995;-4.693999999999999
3106;להאשמות;2.0;0.8321999999999999;6.0;5.5166;-4.6844
42;אומללים;2.0;2.1068;6.0;6.791;-4.684200000000001
5480;תוכניות;2.0;2.4879;6.0;7.1694;-4.681500000000001
1943;העשירים;2.0;3.5208;6.0;8.201400000000001;-4.680600000000002
2189;הרשימות;2.0;1.7182;6.0;6.3988000000000005;-4.6806
2520;והאחרים;2.0;2.1077000000000004;6.0;6.7825000000000015;-4.674800000000001
4116;מסטיקים;2.0;1.6099;6.0;6.2844000000000015;-4.674500000000002
4924;ראשונים;2.0;1.7324000000000002;6.0;6.403999999999999;-4.671599999999999
3529;לתוצאות;2.0;0.4;6.0;5.0683;-4.6682999999999995
3935;מחייכים;2.0;2.7762;6.0;7.439400000000001;-4.663200000000002
3635;מגניבים;2.0;2.1638;6.0;6.825800000000001;-4.662000000000001
2795;חיבורים;2.0;2.0273000000000003;6.0;6.689;-4.6617
695;בשוליים;2.0;1.2562;6.0;5.915000000000001;-4.658800000000001
2057;הצפונית;2.0;0.9644;6.0;5.6218;-4.6574
2880;יהודייה;2.0;1.217;6.0;5.866599999999999;-4.6495999999999995
3231;לוודאות;2.0;1.4214000000000002;6.0;6.0687000000000015;-4.647300000000001
