,epoch,f2mean_neg,f2mean_pos,f6mean_neg,f6mean_pos,f2error_neg,f2error_pos,f6error_neg,f6error_pos
0,0.0,0.3771293805964803,0.3793521161081583,0.38059304826547424,0.3790052645435734,0.009033073577901396,0.011238861811492749,0.010974676022908969,0.01114669561067358
1,5.0,0.6962450408334273,0.698408734916445,0.699399305777352,0.6987066980815158,0.0027241386676110646,0.0008698231710940196,0.001422669901520901,0.0009578792275654057
2,10.0,0.6803045355339882,0.6824605726085085,0.683819132138362,0.6825969700410319,0.0014920899666390761,0.00041626700916191917,3.264595017687943e-05,0.00036094243703305157
3,15.0,0.5557247921368934,0.5582449670314289,0.562228376406596,0.5569576236754963,0.0008334844973520993,0.0012637986127938536,0.0011300259163580237,0.0014863399094759975
4,20.0,0.3505581092650294,0.3531812916745764,0.3614184534696934,0.3500342122917339,0.0003756328297729872,0.0013175207139324296,0.0015673022961799619,0.0020137603226578755
5,25.0,0.11325084688764336,0.11527620076357523,0.12375327481963239,0.11173454654547547,0.0002218099934401668,0.00032515128157458573,0.000574677578493582,0.0013080338632715793
6,30.0,0.01783087048157682,0.018565287038473002,0.015547074369741665,0.018899540002471814,0.0012460332123724448,0.0010076200290118544,0.0015625743902384498,0.0009523780603191857
7,35.0,0.057165419656790756,0.056645338678212406,0.04724736633543679,0.06028725842627866,0.0002912321640118204,0.001104876756993771,8.206365473307706e-05,8.882218703817196e-06
8,40.0,0.023681126659243334,0.023251511278867303,0.021008395464250457,0.02472598504176366,0.000574585441220906,0.000848155061725267,0.00041855888399858725,0.0001146100698875864
9,45.0,0.004454862120101759,0.0049120648099334595,0.007536045821343592,0.0042401925593913755,0.00022213700159737354,0.00010667363057263691,0.00017451204802931784,3.5931380130702854e-05
10,50.0,0.011403436835873705,0.012411189569957563,0.011649856687507325,0.012329101804242019,6.881691540678268e-05,8.387333168957158e-06,8.844178213286527e-05,0.0001338154166077533
11,55.0,0.016233620334234835,0.017664408813411844,0.01569626052750212,0.017537816874581856,0.0003474103685546896,0.0003281975637298897,2.9052668108320298e-05,0.0001812791866184337
12,60.0,0.009122780959434702,0.011007318154947177,0.01169393691079432,0.009804024189575598,0.00017055947252362594,4.834581556673045e-06,2.3937638782643017e-05,5.3218876582638776e-05
13,65.0,0.013700411447485532,0.016025461127436698,0.016032419172469607,0.01445635066499715,0.00020817218651817193,0.0001084643001237947,5.7519347942758606e-05,1.7589820632503068e-06
14,70.0,0.013776026895085286,0.016600696721774645,0.0169133339845172,0.014323961861744255,0.0003254847916920739,6.58474145182608e-05,4.836342375008802e-05,0.00017262083057697182
15,75.0,0.014563296176775802,0.017954830602477476,0.018255177123160236,0.015142444343993408,0.0002994137723496158,0.00012825235606802807,0.00020495376192052224,0.00018517196565221835
16,80.0,0.016902860505418102,0.020886057346822993,0.020510583651356874,0.01749227607421877,0.00024695828774128417,0.0002954080545451779,0.00019726394320884394,0.00014042176392233503
17,85.0,0.017950412270538355,0.02241398705769769,0.021702086029436955,0.01844967705479672,0.0003863594696344296,0.0002877413743929188,0.0003434540299102045,0.0002723280802526401
18,90.0,0.02051288814527301,0.025392300319076005,0.02399838280270159,0.02087379479820821,0.0003095249933099311,0.000309827087439856,0.0003531193457131671,0.0003095518524396743
19,95.0,0.02208010420610866,0.027394686995225993,0.025395004673524717,0.022373079533110546,0.00032687975393141076,0.00041534984885849106,0.00040806872400790667,0.00020084764565703008
20,100.0,0.024640325837134026,0.03035370933079161,0.027426819912510766,0.024921309138510542,0.0003693594494193088,0.0005138387426333931,0.0005421721173565226,0.00019762985353235713
21,105.0,0.026703482001399357,0.03282416449896451,0.028936345626394366,0.02702327105675516,0.0002268494047003057,0.0003834898615329776,0.00038938206535975983,0.00041549225124102446
22,110.0,0.029149068035602785,0.035374982970379124,0.03070551570514233,0.029217601882620497,0.00022637133398767557,0.00046976310340040087,0.0006311672202358297,0.0002479362875921417
23,115.0,0.03128011123453081,0.0376555139712209,0.032249197905156124,0.03126247248601508,0.00013754059332053356,0.0005383901617861153,0.0006392880746540555,0.00021310383900496194
24,120.0,0.03360075448297342,0.040113883527505736,0.0337769292968626,0.03346732461730871,0.0002127056048447824,0.0006673647262469723,0.0008771792335189529,0.0001185890395394365
25,125.0,0.03579475036791717,0.042445391134072544,0.03518599065567779,0.035558765184352276,0.00017199186635913352,0.0006514918975988881,0.0007575829617290536,0.00013540609342805807
26,130.0,0.03786728783238965,0.044611254943385685,0.03637758295997417,0.037653033369444915,0.00016404270489012163,0.0006745151688580045,0.000767531058558743,9.113634322412134e-05
27,135.0,0.03993868671441573,0.0465025220439627,0.037849453761335514,0.03948429138316715,0.00017754358048679278,0.0007798178640694673,0.0007882000581473958,8.599792111063653e-05
28,140.0,0.0418068438653878,0.04829808586120964,0.03897848177453726,0.041198419810609295,0.00013953335074343154,0.0008945688484101945,0.000790876540523875,2.6107873941694223e-05
29,145.0,0.04350277461791953,0.049854639170578016,0.03999799091380506,0.04267519253280416,5.747464031627056e-05,0.0007569538823265325,0.0007861745081994241,3.806561765539243e-05
30,150.0,0.04526762537865697,0.05139478729276606,0.04111329068042545,0.044160745873257724,2.6027281252141012e-05,0.0007637955040132627,0.000865940463280753,3.696200464191335e-05
31,155.0,0.04673415077772309,0.05282391312509971,0.042056660052919116,0.04556114812603479,9.67347465381796e-05,0.0006776291852656975,0.0010519464421828856,9.91055762322411e-05
32,160.0,0.048217750580843655,0.054098524253746234,0.042935031976173994,0.046851151148660244,0.00017058293132445404,0.0006350570240724815,0.0010569425693297064,0.00021427998630995854
