,epoch,f2mean_neg,f2mean_pos,f6mean_neg,f6mean_pos,f2error_neg,f2error_pos,f6error_neg,f6error_pos
0,0.0,0.3352887863545958,0.3385953375068814,0.3367794469943149,0.33675845534906124,0.010322644883700688,0.012465016795128153,0.011299246112498995,0.012056627818935794
1,2.5,0.4976130952880209,0.5009100507843458,0.4988882297848709,0.4994710681850824,0.17264695381712578,0.1747797300725926,0.17340802890305498,0.17476924065495697
2,7.5,0.6550537686739948,0.658519853336393,0.6565061987450154,0.6570422962855256,0.012230862575478063,0.009962639100676905,0.01172330099813107,0.01026534385015887
3,10.0,0.5840166835571947,0.5880509930357718,0.5857632539377486,0.5856989989106383,0.08326794769227802,0.08043149940129807,0.0824662458053978,0.08160864122504619
4,15.0,0.4614395235152682,0.46548565856257307,0.4635472148577385,0.46221755095705885,0.1703647067274634,0.16772325150391476,0.1693247477506478,0.16938434431060312
5,17.5,0.35434114000359235,0.3567844346664806,0.3562530902458824,0.3541705235690418,0.2774630902391392,0.27642447540000725,0.2766188723625039,0.2774313716986202
6,22.5,0.24825270514542075,0.24906856374365235,0.24944599093440503,0.2479439467504147,0.2312140052857177,0.2329703012218572,0.23214227333314502,0.2304727949884447
7,25.0,0.2651065705381198,0.26547411146037514,0.2653661842000635,0.26546847004394314,0.21436013989301864,0.21656475350513443,0.21622208006748653,0.2129482716949162
8,30.0,0.1407622315460605,0.1423988752903258,0.1422575837683722,0.1403124221353169,0.12323913450447253,0.1252669994202782,0.12532392894168984,0.12198337814621259
9,32.5,0.13420104674316546,0.13628676733359213,0.13643198755643482,0.13334180922182667,0.12980031930736757,0.13137910737701186,0.1311495251536272,0.12895399105970282
10,37.5,0.03558856339840719,0.03676746414814906,0.03790864718177478,0.03496411119154973,0.02394720681180705,0.025295448051332162,0.024837567129919563,0.02330497116006464
11,40.0,0.037205946119035875,0.03845723653391005,0.03991391480202239,0.03645134633838209,0.022329824091178375,0.023605675665571174,0.022832299509671958,0.021817736013232274
12,45.0,0.014809894558778208,0.014334358886349933,0.015770980401465004,0.014727887197178189,0.005005764094190192,0.003977135698698698,0.0027912965799460443,0.005676997723627772
13,47.5,0.016987145230307116,0.01652884630584063,0.018163061077796167,0.016822339580349482,0.002828513422661284,0.0017826482792080006,0.0003992159036148822,0.0035825453404564776
14,52.5,0.03150639703283225,0.03052238599419893,0.031841126071399994,0.031576770413921984,0.017173988555899272,0.015389962639678989,0.01345989556177004,0.018520046586047792
15,55.0,0.032292040536371525,0.03137148905861505,0.03291161326668095,0.03213776336430808,0.016388345052359997,0.014540859575262868,0.01238940836648909,0.017959053635661693
16,60.0,0.01609616694046931,0.016368283961071154,0.01857752882646293,0.015185099668347999,0.0021334817479008645,0.0029522237344103905,0.005095491840699979,0.0008477047389190616
17,62.5,0.016805860947742723,0.01719883918073375,0.019429151318771383,0.01576734652959431,0.0028431757551742776,0.0037827789540729874,0.005947114333008435,0.0014299516001653717
18,67.5,0.01331352531954977,0.014131047537306757,0.01701026611589971,0.011661398792472522,0.008932427991663933,0.009336957780753304,0.011143104316617114,0.007661324620577606
19,70.0,0.014288263570515719,0.015123909299829848,0.017894282609944287,0.012474047216014424,0.00990716624262988,0.010329819543276395,0.01202712081066169,0.00847397304411951
20,75.0,0.019694628507415487,0.02022645737781996,0.022994252261435384,0.017952333550682292,0.006913694527499267,0.007754220945635752,0.008990041005583146,0.005280154043264261
