,epoch,f2mean_neg,f2mean_pos,f6mean_neg,f6mean_pos,f2error_neg,f2error_pos,f6error_neg,f6error_pos
0,0.0,0.3583812516632562,0.3620885378427152,0.3598465092949379,0.36029480625399557,0.010422183523353916,0.013111952286785715,0.011825961701518117,0.012403635549340153
1,5.0,0.6920754547182693,0.6953432478194543,0.6936856636278357,0.6943352805819138,0.0004137283021110049,0.0019764899295589555,0.0006098174392821232,0.0016005929331355804
2,10.0,0.6708068240950978,0.6743248406532913,0.6726254265358379,0.6730240467050758,0.002065992802601113,0.004608331057556148,0.0032730894857593285,0.004190869370121586
3,15.0,0.544724667825448,0.54967214191271,0.547983358337923,0.5467715765775173,0.0063118338083177905,0.009496992308353823,0.007988113206518875,0.008812924556008683
4,20.0,0.3469186446858883,0.353024368669572,0.3520419585355413,0.3484705278272471,0.01030785252741942,0.013687085523832491,0.01204757402695175,0.012822123702394243
5,25.0,0.12030716975325398,0.12515264657238276,0.12559780536379261,0.1208718880652451,0.010783718555984116,0.013082459266745117,0.01185634601316028,0.01236638554284617
6,30.0,0.016216612769210926,0.016117993627849454,0.016706864803482532,0.01598408338961286,0.0026325754630355685,0.002904255388132573,0.0029532554841739185,0.0026579497310311273
7,35.0,0.05169566313805729,0.04847751287002693,0.04741923891558357,0.05170091198869854,0.0010503120164655764,0.0019698575326545925,0.001003928541064552,0.0017455167588579408
8,40.0,0.026960712613521884,0.025474856005939548,0.02474607083065199,0.02706533683527073,0.002587679109413749,0.0016811858148390484,0.0023124818947239008,0.001957546583353639
9,45.0,0.0048156266148167235,0.005423173589890784,0.005948746741294166,0.004741702209039442,0.0007612407052110296,0.00044566293732613624,0.0006133160909550938,0.0004259512778627934
10,50.0,0.00926520382222308,0.009482849517565093,0.010294428174893146,0.00909435273203737,1.0127396837028914e-05,0.00042390917501563657,0.0002128805513347343,0.00048273280721156103
11,55.0,0.016796689414527437,0.01687654776008616,0.017812615695495443,0.01662247715733476,0.0004011166008698694,0.00019841807787884108,3.6066361650754005e-05,0.00017099933755955994
12,60.0,0.01013013604838087,0.011174651910249035,0.01296665724565809,0.009811922953528486,0.0006227995121434493,0.0001979832644986353,0.0003883158495597534,6.414538024269133e-05
13,65.0,0.012887955807055283,0.014215133777034634,0.01620985203849222,0.012369923974770658,0.0003415910026716949,0.0001427475597533135,2.726995208908109e-06,0.00035774600696076696
14,70.0,0.014899622286772787,0.016604083783377667,0.018619793670321183,0.014299441274350427,0.0004971267444536269,1.700134743507463e-05,4.819526235218772e-05,0.000265179846677544
15,75.0,0.014780300690060281,0.016856774307373285,0.0193015936342647,0.013943937599543363,0.0005347456933667786,9.076517268141215e-05,2.8597954955925094e-05,0.00024149714066531294
16,80.0,0.01765975197427367,0.02018053366675303,0.022476146246387572,0.0167239787578939,0.0005209440228371737,7.46452470541687e-05,9.784827366390683e-05,0.00034739868766464274
17,85.0,0.018644447062617957,0.021312839446546546,0.02414313676871021,0.017419606205242792,0.0006012635173771318,0.00022370867268994493,4.646467069148279e-05,0.00038387246673259046
18,90.0,0.021278685084461325,0.024137992363973543,0.02675801030391651,0.019790737304693128,0.000584498903763735,0.00024034291277601032,0.0003873829581312309,0.00043457522643638996
19,95.0,0.02299087696631191,0.026020061147029903,0.028614790772352128,0.021298447274409216,0.0006615827544245062,0.00031313965290850546,0.00027643079407251026,0.0003926659093110469
20,100.0,0.025333240230035123,0.028570246078828562,0.030969073911095567,0.02350770532511906,0.0007255044615670364,0.0002969823182845631,1.2944012670950203e-05,0.00046861460303413045
21,105.0,0.027426960087230532,0.03081470937800572,0.0329338641314728,0.02541400014449014,0.0006671694834146924,0.0003747746864907128,0.000236538984461989,0.00045082307444105
22,110.0,0.0297411945400658,0.033054329098751944,0.035256291630176836,0.02746823953230982,0.0007573798960282193,0.0005064098665660994,0.00022662137540675056,0.0004030430863459708
23,115.0,0.03202083481077019,0.035338072280457176,0.03748514205351391,0.029547085685193236,0.0006840086354066437,0.00046806306085508254,0.0006093935179247237,0.00046978801313221283
24,120.0,0.03406562249268763,0.037404260711603785,0.03928584900728049,0.0314926321045929,0.000788416911017501,0.000603882330988202,0.0004352439487794561,0.0004813576908765434
25,125.0,0.036216893008706175,0.039510542679866346,0.0412826442885746,0.03346295752236486,0.0008462971666535652,0.0007330649732444003,0.00023922204345777978,0.00046735722902744784
26,130.0,0.03815588523324065,0.0414286887062805,0.043144261096413145,0.035227129269537374,0.000861358898172463,0.0007267153248675418,0.00022019404279994753,0.00048005953221577283
27,135.0,0.04010017105205102,0.04322389262185401,0.04494484594934478,0.03699203536455102,0.0009382881611752733,0.0007281573452605494,0.00020029223730076706,0.00039265885713462775
28,140.0,0.04186396131288368,0.044921815591021506,0.046360361477414104,0.03867815744438297,0.0009244333391948931,0.0006833830117364409,0.00015640049366826697,0.0004256755746574192
29,145.0,0.0433956515068107,0.04653709751721761,0.04763483516443913,0.04019446867188273,0.0009271841365518125,0.0007276354741304057,3.6943365734082995e-05,0.00043106822057181055
30,150.0,0.044829147039531385,0.048062129530829834,0.04873438946890701,0.041615120984744236,0.000837387088534737,0.0007696101950288893,0.000296199468670176,0.00041623814176264257
31,155.0,0.04618320440664394,0.049503659482612095,0.04993164636288293,0.04293851280281993,0.000830907499227193,0.0008210085035323354,0.0002181568326413627,0.0004086628323572705
32,160.0,0.04756500420978059,0.05074565345071526,0.05123457087816813,0.04414168802773391,0.0008874783759887962,0.0007989371025392857,0.00023095846169061615,0.00039262546269485174
